num__person_age,num__person_income,num__person_emp_length,num__loan_amnt,num__loan_int_rate,num__cb_person_cred_hist_length,num__loan_percent_income,ord__loan_grade,ohe__person_home_ownership_OTHER,ohe__person_home_ownership_OWN,ohe__person_home_ownership_RENT,ohe__loan_intent_EDUCATION,ohe__loan_intent_HOMEIMPROVEMENT,ohe__loan_intent_MEDICAL,ohe__loan_intent_PERSONAL,ohe__loan_intent_VENTURE
0.0,0.16498077993698673,-0.6,0.27586206896551724,0.0483437779767233,-0.4,0.07142857142857148,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.42857142857142855,-0.47341293684764346,-0.2,-0.41379310344827586,0.35631154879140564,0.0,-0.14285714285714277,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.2857142857142857,-0.6224346835337025,-0.6,0.5517241379310345,-0.7967770814682186,-0.4,1.3571428571428572,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.2857142857142857,0.6155941610144408,-0.6,0.5517241379310345,-0.06087735004476274,-0.2,-0.07142857142857129,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.2857142857142856,-0.4947638959601422,0.0,0.6896551724137931,0.0,1.4,1.3571428571428572,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.5714285714285714,-0.2223356266381569,-0.8,-0.06896551724137931,-0.556848701880036,1.2,0.07142857142857148,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.14285714285714285,0.5159993344340134,1.4,-0.06896551724137931,0.12891674127126246,1.2,-0.4285714285714285,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2857142857142857,0.16498077993698673,-0.2,0.16551724137931034,-0.17726051924798575,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.42857142857142855,-0.23119170437716097,-0.2,-0.4689655172413793,0.7735004476275741,0.0,-0.35714285714285704,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.8571428571428572,0.2300538224048566,1.6,1.6551724137931034,-0.04476275738585497,2.6,1.1428571428571428,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.14285714285714285,0.4271215892064444,-0.6,0.8827586206896552,0.06624888093106522,0.6,0.28571428571428575,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,0.4271215892064444,0.2,1.2413793103448276,-0.7967770814682186,0.2,0.5714285714285715,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.7142857142857143,-1.68325441686053,-0.2,-0.9379310344827586,-0.6266786034019697,-0.2,-0.5714285714285713,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
-0.5714285714285714,-0.15907491313961675,-0.4,2.206896551724138,1.1763652641002684,0.0,2.428571428571428,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.7142857142857143,1.266848731105441,-0.8,2.3448275862068964,0.4028648164726948,0.6,0.21428571428571425,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.2857142857142857,1.7778540801150018,0.8,0.27586206896551724,-0.4476275738585498,0.0,-0.7142857142857142,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
-0.42857142857142855,0.23013856586981682,0.0,-0.6896551724137931,0.6893464637421666,-0.2,-0.7142857142857142,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.1428571428571428,0.6782017242275472,0.0,-0.2206896551724138,0.0,0.6,-0.5714285714285713,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.5714285714285714,-1.6730915650364466,-0.8,-0.41379310344827586,0.2757385854968665,-0.4,1.1428571428571428,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.14285714285714285,0.4271215892064444,-0.8,1.4482758620689655,-0.6266786034019697,-0.2,0.7142857142857143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
-0.42857142857142855,0.06360834056840768,0.2,-0.06896551724137931,0.5120859444941809,-0.2,-0.14285714285714277,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.14285714285714285,-0.13125342063243572,-0.8,0.41379310344827586,0.2757385854968665,-0.4,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
-0.14285714285714285,0.3893713809033943,1.0,0.27586206896551724,0.3581020590868398,-0.2,-0.07142857142857129,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5714285714285714,0.7233575666834827,0.4,-0.06896551724137931,0.0,0.0,-0.4999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5714285714285714,1.0453844368944067,-0.2,1.3103448275862069,-0.6481647269471801,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.2857142857142858,-0.8546903261410839,0.4,-0.27586206896551724,0.40107430617726064,1.2,0.3571428571428572,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2857142857142857,0.35164374234233525,0.4,-0.41379310344827586,-0.10743061772605188,-0.4,-0.5714285714285713,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.2857142857142857,-0.8347159427160387,-0.6,-0.5517241379310345,-0.6266786034019697,0.0,-0.14285714285714277,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.14285714285714285,-1.3658074455350724,0.0,-0.4413793103448276,-0.6266786034019697,0.4,0.6428571428571428,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.2857142857142857,0.6782017242275472,-0.4,0.41379310344827586,0.02685765443151305,-0.2,-0.21428571428571425,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
-0.42857142857142855,0.09667973664502207,0.6,1.6551724137931034,0.23276633840644567,-0.4,1.3571428571428572,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,0.2000686125826588,0.0,0.06896551724137931,0.40107430617726064,0.8,-0.14285714285714277,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.2857142857142857,0.33210972222090807,-0.6,1.3241379310344827,-0.06624888093106554,-0.4,0.7142857142857143,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.42857142857142855,0.3242178660498541,1.8,-0.3310344827586207,0.1790510295434199,0.4,-0.4999999999999999,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.2857142857142858,0.4811334866195972,-0.6,-0.503448275862069,0.7663384064458371,0.4,-0.6428571428571428,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.4285714285714286,-0.077241876321804,3.2,0.04482758620689655,-0.6266786034019697,2.6,0.07142857142857148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5714285714285714,-0.5836403979814477,-0.8,-0.20689655172413793,0.4467323187108325,-0.2,0.21428571428571425,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.5714285714285714,0.11982518427446277,2.6,-0.27586206896551724,-0.29901521933751124,2.4,-0.35714285714285704,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0037400941887027,1.2,0.8827586206896552,-0.6893464637421667,-0.4,-0.14285714285714277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.1428571428571428,1.2365808143898624,2.8,0.0,-0.29901521933751124,0.2,-0.6428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.2857142857142857,-1.0107547540511554,0.0,-0.5517241379310345,0.4888093106535364,-0.4,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.2857142857142857,-0.37135804588901766,0.0,0.3586206896551724,0.3885407341092212,0.0,0.7142857142857143,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.5714285714285714,0.6751380309856112,0.4,1.6551724137931034,0.2757385854968665,-0.4,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5714285714285714,-0.7807051045966029,0.4,-0.6206896551724138,-0.5819158460161147,-0.4,-0.28571428571428564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.14285714285714285,-0.6303264266435366,0.6,0.20689655172413793,-0.6230975828111014,1.2,0.8571428571428572,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0157675316460335,-0.4,0.8827586206896552,0.02685765443151305,0.2,-0.14285714285714277,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.2857142857142857,0.5666968862006562,0.4,0.3310344827586207,-0.9310653536257836,-0.2,-0.14285714285714277,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.14285714285714285,0.1870152152583216,-0.4,0.20689655172413793,-0.5228290062667861,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
